Name,ID,Year,Matches,Innings,Not Out,100s,50s,0s,High Score,Runs,Average,StrikeRate,Catch Out,Stumped,High Score Out
Sharafuddin Ashraf,4313,2019,3,1,0,0,0,0,13,13,13.0,81.25,3,0,Yes
"Sharif, S M",3868,2011,3,2,2,0,0,0,9,10,0.0,43.48,1,0,No
"Sharif, S M",3868,2013,3,3,1,0,0,0,26,39,19.5,105.41,0,0,Yes
"Sharif, S M",3868,2014,5,3,1,0,0,0,18,32,16.0,66.67,1,0,Yes
"Sharif, S M",3868,2016,7,4,2,0,0,0,12,18,9.0,62.07,4,0,No
"Sharif, S M",3868,2017,7,6,2,0,0,1,16,45,11.25,73.77,3,0,No
"Sharif, S M",3868,2018,10,7,2,0,0,1,34,67,13.4,65.69,1,0,Yes
"Sharif, S M",3868,2019,8,8,6,0,0,1,26,81,40.5,86.17,1,0,No
Shariful Haque,2872,1998,1,1,0,0,0,0,10,10,10.0,166.67,0,0,Yes
Sharjeel Khan,4252,2013,5,5,0,0,1,0,61,101,20.2,77.69,1,0,Yes
Sharjeel Khan,4252,2014,6,6,0,0,0,1,26,93,15.5,83.04,1,0,Yes
Sharjeel Khan,4252,2016,9,9,0,1,2,1,152,368,40.89,149.59,2,0,Yes
Sharjeel Khan,4252,2017,5,5,0,0,3,0,79,250,50.0,115.21,2,0,Yes
"Sharma, A K",1560,1988,8,6,4,0,2,0,52,111,55.5,119.35,0,0,No
"Sharma, A K",1560,1989,13,12,1,0,0,0,43,195,17.73,88.64,2,0,No
"Sharma, A K",1560,1990,4,4,0,0,0,0,15,37,9.25,63.79,1,0,Yes
"Sharma, A K",1560,1993,6,5,1,0,1,2,59,81,20.25,82.65,3,0,No
"Sharma, C",1561,1984,8,3,3,0,0,0,20,42,0.0,105.0,0,0,No
"Sharma, C",1561,1985,6,2,0,0,0,0,8,9,4.5,75.0,2,0,Yes
"Sharma, C",1561,1986,20,12,5,0,0,1,38,167,23.86,101.83,2,0,No
"Sharma, C",1561,1987,7,4,1,0,0,1,7,14,4.67,48.28,1,0,No
"Sharma, C",1561,1988,5,3,2,0,0,1,16,28,28.0,103.7,1,0,No
"Sharma, C",1561,1989,12,9,5,1,0,0,101,180,45.0,84.51,1,0,No
"Sharma, C",1561,1992,2,1,0,0,0,0,15,15,15.0,93.75,0,0,Yes
"Sharma, C",1561,1994,3,1,0,0,0,0,1,1,1.0,33.33,0,0,Yes
"Sharma, G",1562,1986,2,1,0,0,0,0,7,7,7.0,35.0,0,0,Yes
"Sharma, I",3470,2008,19,6,4,0,0,0,8,13,6.5,36.11,5,0,Yes
"Sharma, I",3470,2009,21,5,1,0,0,1,13,23,5.75,46.94,5,0,Yes
"Sharma, I",3470,2010,4,3,1,0,0,1,8,11,5.5,22.92,1,0,No
"Sharma, I",3470,2013,22,9,6,0,0,0,7,19,6.33,37.25,4,0,No
"Sharma, I",3470,2014,5,2,1,0,0,0,5,6,6.0,54.55,1,0,Yes
"Sharma, M M",4028,2014,6,3,1,0,0,0,8,13,6.5,43.33,1,0,Yes
"Sharma, M M",4028,2015,15,5,3,0,0,1,11,18,9.0,58.06,4,0,Yes
"Sharma, P H",1563,1976,2,2,0,0,0,0,14,20,10.0,51.28,0,0,Yes
"Sharma, R",3186,2004,2,2,0,0,0,0,10,11,5.5,45.83,1,0,Yes
"Sharma, R",3923,2012,2,1,0,0,0,0,1,1,1.0,50.0,1,0,Yes
"Sharma, R G",3474,2007,4,3,0,0,1,0,52,61,20.33,82.43,3,0,Yes
"Sharma, R G",3474,2008,28,28,7,0,3,2,70,532,25.33,72.58,8,0,No
"Sharma, R G",3474,2009,9,7,3,0,0,1,43,102,25.5,65.81,7,0,No
"Sharma, R G",3474,2010,15,14,1,2,1,2,114,504,38.77,86.01,5,0,Yes
"Sharma, R G",3474,2011,16,16,5,0,6,0,95,611,55.55,82.68,3,0,Yes
"Sharma, R G",3474,2012,14,13,0,0,1,3,68,168,12.92,66.93,6,0,Yes
"Sharma, R G",3474,2013,28,27,4,2,8,0,209,1196,52.0,80.81,6,0,Yes
"Sharma, R G",3474,2014,12,12,1,1,3,0,264,578,52.55,94.29,5,0,Yes
"Sharma, R G",3474,2015,17,17,1,3,4,2,150,815,50.94,95.43,6,0,Yes
"Sharma, R G",3474,2016,10,10,1,2,2,0,171,564,62.67,95.27,5,0,No
"Sharma, R G",3474,2017,21,21,3,6,5,1,208,1293,71.83,99.46,4,0,No
"Sharma, R G",3474,2018,19,19,5,5,3,1,162,1030,73.57,100.1,11,0,Yes
"Sharma, R G",3474,2019,28,27,1,7,6,1,159,1490,57.31,89.92,8,0,Yes
"Sharma, R G",3474,2020,3,3,0,1,0,0,119,171,57.0,91.44,0,0,Yes
"Sharma, S K",1564,1988,17,8,3,0,0,2,28,53,10.6,59.55,6,0,Yes
"Sharma, S K",1564,1989,2,2,0,0,0,0,14,20,10.0,60.61,1,0,Yes
"Sharma, S K",1564,1990,4,2,1,0,0,0,5,7,7.0,53.85,0,0,Yes
"Shastri, R J",1570,1981,2,1,0,0,0,0,19,19,19.0,67.86,0,0,Yes
"Shastri, R J",1570,1982,6,3,2,0,0,0,18,30,30.0,29.41,1,0,Yes
"Shastri, R J",1570,1983,11,10,2,0,1,0,65,211,26.38,59.77,4,0,Yes
"Shastri, R J",1570,1984,11,8,1,2,0,0,102,279,39.86,58.99,2,0,Yes
"Shastri, R J",1570,1985,15,14,2,0,5,1,67,450,37.5,60.48,7,0,Yes
"Shastri, R J",1570,1986,27,20,4,0,3,2,62,441,27.56,69.45,6,0,No
"Shastri, R J",1570,1987,21,16,4,0,3,0,69,355,29.58,72.45,8,0,No
"Shastri, R J",1570,1988,12,12,1,0,2,0,73,367,33.36,79.78,3,0,No
"Shastri, R J",1570,1989,14,13,1,0,0,0,44,171,14.25,57.0,1,0,Yes
"Shastri, R J",1570,1990,8,8,2,1,1,0,101,238,39.67,58.91,3,0,No
"Shastri, R J",1570,1991,12,12,0,1,1,2,109,283,23.58,45.79,3,0,Yes
"Shastri, R J",1570,1992,11,11,2,0,2,0,61,264,29.33,50.57,2,0,Yes
"Shaw, P P",4759,2020,3,3,0,0,0,0,40,84,28.0,102.44,0,0,Yes
"Shaw, T G",2874,1994,8,5,3,0,0,1,17,26,13.0,74.29,2,0,No
"Sheahan, A P",1572,1972,3,3,0,0,1,0,50,75,25.0,60.48,0,0,Yes
"Sheikh, M",2876,1997,6,3,1,0,0,0,5,10,5.0,52.63,2,0,No
"Sheikh, M",2876,1998,5,3,3,0,0,0,6,9,0.0,64.29,3,0,No
"Sheikh, M",2876,1999,9,8,1,0,0,1,15,49,7.0,56.32,2,0,No
"Sheikh, M Q",3594,2008,5,5,1,0,0,0,23,47,11.75,46.53,0,0,Yes
"Sheikh, M Q",3594,2009,1,1,0,0,0,0,2,2,2.0,18.18,1,0,Yes
"Sheikh, M Q",3594,2010,1,1,0,0,0,0,14,14,14.0,50.0,1,0,Yes
"Shepherd, R",5662,2019,3,1,0,0,0,0,6,6,6.0,66.67,2,0,Yes
"Shepherd, R",5662,2020,2,2,0,0,0,0,8,9,4.5,64.29,0,0,Yes
"Shetty, V",3557,2008,1,1,0,0,0,0,7,7,7.0,41.18,0,0,Yes
"Shetty, V",3557,2014,1,1,0,0,0,0,9,9,9.0,75.0,0,0,Yes
"Shillingford, I T",1580,1978,2,2,0,0,0,0,24,30,15.0,78.95,2,0,Yes
"Shivnarine, S",1582,1978,1,1,1,0,0,0,20,20,0.0,46.51,0,0,No
Shoaib Akhtar,2124,1998,5,2,1,0,0,0,36,44,44.0,70.97,1,0,Yes
Shoaib Akhtar,2124,1999,21,9,7,0,0,1,4,12,6.0,42.86,3,0,No
Shoaib Akhtar,2124,2000,15,8,7,0,0,0,9,25,25.0,34.72,3,0,No
Shoaib Akhtar,2124,2001,8,4,1,0,0,0,3,5,1.67,50.0,1,0,Yes
Shoaib Akhtar,2124,2002,26,9,3,0,0,2,3,12,2.0,33.33,4,0,No
Shoaib Akhtar,2124,2003,20,14,6,0,0,2,43,151,18.88,101.34,2,0,Yes
Shoaib Akhtar,2124,2004,23,11,4,0,0,1,27,47,6.71,85.45,1,0,No
Shoaib Akhtar,2124,2005,11,6,1,0,0,1,15,36,7.2,102.86,1,0,Yes
Shoaib Akhtar,2124,2006,4,2,1,0,0,0,10,12,12.0,57.14,1,0,Yes
Shoaib Akhtar,2124,2009,6,3,1,0,0,0,25,28,14.0,107.69,0,0,Yes
Shoaib Akhtar,2124,2010,13,11,6,0,0,2,6,18,3.6,58.06,3,0,No
Shoaib Akhtar,2124,2011,6,3,2,0,0,1,2,3,3.0,30.0,0,0,No
Shoaib Malik,2879,1999,5,3,1,0,0,1,12,15,7.5,150.0,3,0,Yes
Shoaib Malik,2879,2000,5,3,1,0,0,0,28,36,18.0,42.86,3,0,Yes
Shoaib Malik,2879,2001,9,5,1,0,0,1,44,94,23.5,67.14,2,0,Yes
Shoaib Malik,2879,2002,12,10,1,2,0,0,115,369,41.0,61.09,4,0,Yes
Shoaib Malik,2879,2003,27,24,2,0,3,0,82,620,28.18,92.95,6,0,No
Shoaib Malik,2879,2004,27,27,3,2,6,4,143,895,37.29,81.81,12,0,Yes
Shoaib Malik,2879,2005,22,20,2,0,7,0,75,610,33.89,76.25,6,0,Yes
Shoaib Malik,2879,2006,22,22,3,1,3,3,108,638,33.58,78.19,10,0,Yes
Shoaib Malik,2879,2007,21,20,3,0,5,0,89,707,41.59,78.47,6,0,Yes
Shoaib Malik,2879,2008,20,17,3,1,6,0,125,681,48.64,92.03,10,0,No
Shoaib Malik,2879,2009,17,16,1,1,1,1,128,410,27.33,75.09,3,0,Yes
Shoaib Malik,2879,2010,5,5,0,0,0,0,39,113,22.6,63.13,3,0,Yes
Shoaib Malik,2879,2011,8,6,0,0,0,2,17,35,5.83,54.69,2,0,Yes
Shoaib Malik,2879,2012,4,3,1,0,0,0,34,64,32.0,70.33,0,0,No
Shoaib Malik,2879,2013,12,12,3,0,0,1,43,203,22.56,73.55,5,0,Yes
Shoaib Malik,2879,2015,15,15,6,1,4,0,112,607,67.44,108.39,6,0,Yes
Shoaib Malik,2879,2016,9,9,1,0,3,0,90,313,39.13,100.0,5,0,Yes
Shoaib Malik,2879,2017,17,15,6,1,3,0,101,516,57.33,93.99,4,0,No
Shoaib Malik,2879,2018,17,14,2,0,2,0,78,358,29.83,75.37,4,0,Yes
Shoaib Malik,2879,2019,13,12,0,0,1,2,60,250,20.83,86.51,4,0,Yes
Shoaib Mohammad,1201,1984,3,3,1,0,0,0,35,67,33.5,83.75,0,0,Yes
Shoaib Mohammad,1201,1985,7,6,1,0,2,0,72,147,29.4,54.85,2,0,No
Shoaib Mohammad,1201,1986,7,7,0,0,0,0,34,105,15.0,30.09,4,0,Yes
Shoaib Mohammad,1201,1987,7,7,1,0,1,2,66,129,21.5,55.13,3,0,Yes
Shoaib Mohammad,1201,1988,9,5,0,0,0,1,15,30,6.0,32.97,1,0,Yes
Shoaib Mohammad,1201,1989,20,20,3,1,5,1,126,647,38.06,58.24,0,0,No
Shoaib Mohammad,1201,1990,4,4,0,0,0,1,22,43,10.75,29.66,0,0,Yes
Shoaib Mohammad,1201,1992,1,1,0,0,0,0,9,9,9.0,47.37,0,0,Yes
Shoaib Mohammad,1201,1993,5,5,0,0,0,3,49,92,18.4,47.18,3,0,Yes
"Short, D J M",4729,2018,4,4,1,0,0,1,47,83,27.67,83.84,1,0,No
"Short, D J M",4729,2020,4,4,0,0,1,0,69,128,32.0,75.29,1,0,Yes
Shubman Gill,4769,2019,2,2,0,0,0,0,9,16,8.0,50.0,0,0,Yes
"Shukla, L R",2880,1999,3,2,0,0,0,0,13,18,9.0,94.74,1,0,Yes
"Shuttleworth, K",1589,1971,1,1,0,0,0,0,7,7,7.0,36.84,1,0,Yes
Shuvagata Hom,3879,2011,4,3,1,0,0,0,35,70,35.0,81.4,0,0,No
"Siaka, L",4343,2014,2,2,0,1,0,0,109,140,70.0,88.61,2,0,Yes
"Siaka, L",4343,2016,3,3,0,0,0,0,36,69,23.0,101.47,0,0,Yes
"Siaka, L",4343,2017,8,8,0,0,0,0,27,79,9.88,58.96,0,0,Yes
"Siaka, L",4343,2018,3,3,0,0,0,2,2,2,0.67,11.76,1,0,Yes
"Siaka, L",4343,2019,9,9,0,0,1,2,62,181,20.11,72.69,5,0,Yes
"Sibanda, V",3141,2003,5,5,0,0,1,1,58,84,16.8,43.52,2,0,Yes
"Sibanda, V",3141,2004,18,17,0,0,1,4,57,186,10.94,45.37,4,0,Yes
"Sibanda, V",3141,2005,4,4,0,0,0,0,21,30,7.5,55.56,1,0,Yes
"Sibanda, V",3141,2006,15,15,1,1,3,1,116,500,35.71,67.75,8,0,Yes
"Sibanda, V",3141,2007,16,16,1,0,4,1,96,545,36.33,69.16,7,0,Yes
"Sibanda, V",3141,2008,10,10,0,0,1,0,59,159,15.9,62.35,1,0,Yes
"Sibanda, V",3141,2009,11,11,0,0,1,2,77,173,15.73,51.64,3,0,Yes
"Sibanda, V",3141,2010,6,6,0,0,1,2,95,119,19.83,49.38,1,0,Yes
"Sibanda, V",3141,2011,13,13,0,0,5,1,96,478,36.77,76.85,7,0,Yes
"Sibanda, V",3141,2013,13,13,1,1,3,1,103,432,36.0,69.79,5,0,No
"Sibanda, V",3141,2014,8,8,0,0,0,1,37,106,13.25,74.65,2,0,Yes
"Sibanda, V",3141,2015,5,5,1,0,0,0,28,86,21.5,54.43,1,0,No
"Sibanda, V",3141,2016,3,3,0,0,1,0,53,96,32.0,59.63,0,0,Yes
"Siddle, P M",3618,2009,12,3,1,0,0,0,8,12,6.0,92.31,1,0,No
"Siddle, P M",3618,2010,5,1,1,0,0,0,9,9,0.0,180.0,0,0,No
"Siddle, P M",3618,2019,3,2,1,0,0,1,10,10,10.0,83.33,0,0,No
"Siddons, J D",2881,1988,1,1,0,0,0,0,32,32,32.0,86.49,0,0,Yes
"Sidebottom, R J",2971,2001,2,1,1,0,0,0,2,2,0.0,100.0,0,0,No
"Sidebottom, R J",2971,2007,6,5,2,0,0,1,15,25,8.33,96.15,1,0,Yes
"Sidebottom, R J",2971,2008,8,4,2,0,0,0,10,24,12.0,42.86,2,0,No
"Sidebottom, R J",2971,2009,8,8,3,0,0,1,24,82,16.4,74.55,3,0,Yes
"Sidhu, N S",1591,1987,7,5,0,0,4,0,75,276,55.2,85.98,3,0,Yes
"Sidhu, N S",1591,1988,12,12,1,0,5,0,88,463,42.09,67.3,2,0,Yes
"Sidhu, N S",1591,1989,13,12,0,1,3,0,108,404,33.67,70.51,7,0,Yes
"Sidhu, N S",1591,1990,9,9,1,1,2,2,104,345,43.13,74.35,0,0,No
"Sidhu, N S",1591,1991,7,7,0,0,2,0,98,283,40.43,63.45,0,0,Yes
"Sidhu, N S",1591,1992,2,2,0,0,0,0,1,2,1.0,8.0,0,0,Yes
"Sidhu, N S",1591,1993,12,12,1,1,2,2,134,459,41.73,70.94,1,0,No
"Sidhu, N S",1591,1994,22,21,3,2,5,1,114,885,49.17,71.6,1,0,No
"Sidhu, N S",1591,1995,9,9,2,0,5,0,84,349,49.86,72.41,1,0,No
"Sidhu, N S",1591,1996,16,16,0,1,3,0,101,482,30.13,66.94,0,0,Yes
"Sidhu, N S",1591,1997,11,7,0,0,1,0,54,150,21.43,63.03,2,0,Yes
"Sidhu, N S",1591,1998,16,15,0,0,1,2,62,315,21.0,64.42,3,0,Yes
Sikandar Raza,4022,2013,8,8,0,0,1,0,82,179,22.38,64.62,3,0,Yes
Sikandar Raza,4022,2014,13,13,1,1,0,1,141,399,33.25,78.54,7,0,Yes
Sikandar Raza,4022,2015,31,28,4,2,3,0,100,814,33.92,89.85,13,0,No
Sikandar Raza,4022,2016,10,10,2,0,2,0,77,241,30.13,69.65,2,0,Yes
Sikandar Raza,4022,2017,8,8,4,0,2,0,67,211,52.75,83.07,1,0,No
Sikandar Raza,4022,2018,18,18,2,0,5,0,92,633,39.56,82.31,10,0,Yes
Sikandar Raza,4022,2019,9,8,2,0,1,0,85,179,29.83,94.71,2,0,No
Sikandar Raza,4022,2020,3,3,0,0,2,0,66,145,48.33,104.32,2,0,Yes
"Silva, E H S",3558,2008,1,1,0,0,0,0,7,7,7.0,53.85,0,0,Yes
"Silva, K J",2045,1995,1,1,1,0,0,0,1,1,0.0,100.0,0,0,No
"Silva, L P C",2882,1999,7,5,0,0,1,0,55,85,17.0,57.43,1,0,Yes
"Silva, L P C",2882,2001,1,1,0,0,0,0,10,10,10.0,34.48,0,0,Yes
"Silva, L P C",2882,2002,2,2,0,0,0,0,30,39,19.5,67.24,1,0,Yes
"Silva, L P C",2882,2006,2,1,0,0,0,0,31,31,31.0,58.49,0,0,Yes
"Silva, L P C",2882,2007,23,22,3,1,8,1,107,878,46.21,76.35,9,0,No
"Silva, L P C",2882,2008,20,17,1,0,2,4,67,281,17.56,63.86,6,0,Yes
"Silva, L P C",2882,2010,9,6,3,0,0,0,41,113,37.67,66.47,3,0,No
"Silva, L P C",2882,2011,11,8,0,0,2,1,63,150,18.75,72.82,0,0,Yes
"Silva, S A R",1594,1984,2,2,0,0,0,0,21,30,15.0,35.71,2,0,Yes
"Silva, S A R",1594,1985,18,18,0,0,3,1,85,411,22.83,54.51,15,3,Yes
"Silverwood, C E W",2085,1996,1,1,0,0,0,0,1,1,1.0,7.14,0,0,Yes
"Silverwood, C E W",2085,1997,5,3,0,0,0,1,12,16,5.33,80.0,0,0,Yes
Simi Singh,4687,2017,3,3,0,0,0,1,9,14,4.67,36.84,2,0,Yes
Simi Singh,4687,2018,7,7,1,0,0,0,45,137,22.83,69.54,3,0,Yes
Simi Singh,4687,2019,5,4,0,0,0,0,20,42,10.5,43.3,4,0,Yes
Simi Singh,4687,2020,3,3,0,0,0,0,34,49,16.33,61.25,1,0,Yes
"Simmons, L M P",3447,2006,4,4,0,0,1,2,70,91,22.75,54.17,0,0,Yes
"Simmons, L M P",3447,2007,4,4,1,0,0,1,17,35,11.67,61.4,3,0,Yes
"Simmons, L M P",3447,2009,6,6,1,0,1,2,62,122,24.4,59.8,1,0,Yes
"Simmons, L M P",3447,2010,5,4,0,0,0,0,29,60,15.0,49.59,0,0,Yes
"Simmons, L M P",3447,2011,17,17,1,1,8,1,122,792,49.5,79.76,10,0,Yes
"Simmons, L M P",3447,2012,6,6,0,0,0,1,15,52,8.67,38.81,3,0,Yes
"Simmons, L M P",3447,2013,10,10,0,0,3,0,75,371,37.1,79.61,6,0,Yes
"Simmons, L M P",3447,2014,9,9,0,0,2,1,70,262,29.11,71.58,3,0,Yes
"Simmons, L M P",3447,2015,7,5,0,1,1,1,102,173,34.6,101.17,2,0,Yes
"Simmons, P V",1595,1987,5,5,0,0,2,0,89,204,40.8,76.12,0,0,Yes
"Simmons, P V",1595,1988,11,11,1,1,3,0,104,444,44.4,85.71,4,0,No
"Simmons, P V",1595,1989,9,9,0,0,0,0,40,139,15.44,50.18,0,0,Yes
"Simmons, P V",1595,1991,11,11,0,0,0,1,34,163,14.82,54.15,2,0,Yes
"Simmons, P V",1595,1992,13,12,1,3,0,2,122,467,42.45,76.31,3,0,Yes
"Simmons, P V",1595,1993,29,28,4,0,5,5,92,685,28.54,61.99,17,0,Yes
"Simmons, P V",1595,1994,15,15,0,0,5,3,84,475,31.67,62.25,6,0,Yes
"Simmons, P V",1595,1995,13,13,0,0,2,0,86,329,25.31,68.83,9,0,Yes
"Simmons, P V",1595,1996,11,11,1,1,0,1,103,336,33.6,66.01,9,0,No
"Simmons, P V",1595,1997,9,9,2,0,1,2,70,214,30.57,73.04,2,0,Yes
"Simmons, P V",1595,1998,7,6,1,0,0,0,23,76,15.2,71.03,1,0,No
"Simmons, P V",1595,1999,10,8,1,0,0,0,42,143,20.43,81.25,2,0,Yes
"Simons, E O",2883,1994,18,14,3,0,0,0,24,197,17.91,74.34,4,0,Yes
"Simons, E O",2883,1995,5,4,1,0,0,1,7,20,6.67,66.67,2,0,No
"Simpson, R B",1597,1978,2,2,0,0,0,0,23,36,18.0,67.92,4,0,Yes
"Sims, R W",3060,2002,2,1,1,0,0,0,7,7,0.0,100.0,1,0,No
"Sims, R W",3060,2003,1,1,0,0,0,0,24,24,24.0,40.0,0,0,Yes
"Sinclair, M S",2206,2000,3,3,0,0,0,2,19,19,6.33,41.3,0,0,Yes
"Sinclair, M S",2206,2001,16,16,1,2,2,1,118,509,33.93,64.59,4,0,No
"Sinclair, M S",2206,2002,8,8,0,0,2,2,78,225,28.13,55.42,4,0,Yes
"Sinclair, M S",2206,2003,11,10,1,0,1,2,55,188,20.89,54.02,1,0,Yes
"Sinclair, M S",2206,2004,5,5,0,0,2,0,66,224,44.8,70.22,5,0,Yes
"Sinclair, M S",2206,2005,2,2,0,0,0,1,15,15,7.5,42.86,1,0,Yes
"Sinclair, M S",2206,2007,8,5,2,0,1,0,73,122,40.67,91.73,2,0,Yes
"Sinclair, M S",2206,2009,1,1,0,0,0,0,2,2,2.0,18.18,0,0,Yes
"Singh, R P",3332,2005,8,3,3,0,0,0,9,11,0.0,110.0,2,0,No
"Singh, R P",3332,2006,12,5,2,0,0,0,7,15,5.0,28.85,4,0,Yes
"Singh, R P",3332,2007,18,6,4,0,0,2,12,26,13.0,47.27,3,0,No
"Singh, R P",3332,2008,9,3,0,0,0,1,4,8,2.67,42.11,2,0,Yes
"Singh, R P",3332,2009,8,3,1,0,0,0,23,44,22.0,41.51,1,0,Yes
"Singh, R R",2158,1989,2,2,1,0,0,0,10,13,13.0,68.42,0,0,No
"Singh, R R",2158,1996,3,3,0,0,0,0,10,21,7.0,47.73,2,0,Yes
"Singh, R R",2158,1997,37,30,5,1,1,2,100,706,28.24,88.03,7,0,Yes
"Singh, R R",2158,1998,25,16,6,0,4,0,82,398,39.8,80.24,6,0,Yes
"Singh, R R",2158,1999,39,35,8,0,2,2,75,655,24.26,72.7,10,0,Yes
"Singh, R R",2158,2000,29,26,3,0,2,1,51,527,22.91,62.0,8,0,Yes
"Singh, R R",2158,2001,1,1,0,0,0,0,16,16,16.0,50.0,0,0,Yes
"Singh, V R",3354,2006,2,1,0,0,0,0,8,8,8.0,61.54,3,0,Yes
"Sipamla, L",4849,2020,4,1,1,0,0,0,10,10,0.0,71.43,1,0,No
"Siriwardana, T A M",4453,2015,11,9,1,0,2,0,66,223,27.88,108.25,3,0,Yes
"Siriwardana, T A M",4453,2016,3,2,0,0,0,0,39,58,29.0,120.83,1,0,Yes
"Siriwardana, T A M",4453,2017,12,12,0,0,1,1,58,232,19.33,86.89,1,0,Yes
"Siriwardana, T A M",4453,2019,1,1,0,0,0,0,3,3,3.0,75.0,1,0,Yes
"Sivaramakrishnan, L",1612,1985,10,3,1,0,0,0,1,3,1.5,27.27,5,0,No
"Sivaramakrishnan, L",1612,1986,4,1,1,0,0,0,2,2,0.0,15.38,1,0,No
Skhawit Ali,3567,2008,2,2,0,0,0,1,8,8,4.0,34.78,0,0,Yes
Skhawit Ali,3567,2014,2,2,0,0,0,0,28,38,19.0,44.19,0,0,Yes
"Slack, W N",1613,1986,2,2,0,0,0,0,34,43,21.5,50.59,0,0,Yes
"Slater, M J",1615,1993,3,3,0,0,1,0,73,91,30.33,76.47,0,0,Yes
"Slater, M J",1615,1994,18,18,0,0,3,2,66,435,24.17,55.56,4,0,Yes
"Slater, M J",1615,1995,9,9,0,0,2,0,68,232,25.78,63.56,3,0,Yes
"Slater, M J",1615,1996,10,10,1,0,3,1,53,211,23.44,64.92,2,0,No
"Slater, M J",1615,1997,2,2,0,0,0,0,17,18,9.0,42.86,0,0,Yes
"Small, G C",1619,1987,21,9,4,0,0,2,8,26,5.2,72.22,0,0,No
"Small, G C",1619,1988,4,1,1,0,0,0,7,7,0.0,70.0,0,0,No
"Small, G C",1619,1989,6,3,2,0,0,0,4,4,4.0,40.0,0,0,Yes
"Small, G C",1619,1990,12,7,2,0,0,2,18,41,8.2,51.25,3,0,No
"Small, G C",1619,1991,3,3,0,0,0,2,15,15,5.0,44.12,3,0,Yes
"Small, G C",1619,1992,7,1,0,0,0,0,5,5,5.0,27.78,1,0,Yes
"Smart, T T",3181,2004,2,2,0,0,0,0,25,34,17.0,36.17,3,0,Yes
"Smit, J J",5028,2019,5,5,1,0,0,0,33,81,20.25,71.05,4,0,Yes
"Smit, J J",5028,2020,3,3,0,0,0,0,31,63,21.0,58.33,1,0,Yes
"Smith, C J",3429,2006,5,5,0,0,0,1,38,93,18.6,80.17,1,0,Yes
"Smith, C J",3429,2007,7,7,0,0,1,2,52,99,14.14,73.33,2,0,Yes
"Smith , C J O",3400,2006,5,5,1,0,0,1,30,58,14.5,61.05,6,2,Yes
"Smith , C J O",3400,2007,13,12,2,0,1,1,51,187,18.7,69.52,7,7,Yes
"Smith , C J O",3400,2008,6,5,0,0,1,0,59,129,25.8,63.86,8,1,Yes
"Smith , C J O",3400,2009,3,3,0,0,0,1,43,58,19.33,78.38,1,1,Yes
"Smith, C L",1627,1984,4,4,0,0,1,0,70,109,27.25,45.42,0,0,Yes
"Smith, D M",1629,1986,1,1,1,0,0,0,10,10,0.0,111.11,0,0,No
"Smith, D M",1629,1990,1,1,0,0,0,0,5,5,5.0,16.13,0,0,Yes
"Smith, D R",3157,2004,20,15,1,0,1,0,62,262,18.71,92.91,6,0,No
"Smith, D R",3157,2005,10,10,0,0,1,2,68,212,21.2,99.53,3,0,Yes
"Smith, D R",3157,2006,26,20,1,0,0,3,38,217,11.42,109.6,10,0,Yes
"Smith, D R",3157,2007,15,11,1,0,0,2,32,100,10.0,116.28,5,0,Yes
"Smith, D R",3157,2010,6,5,1,0,1,0,59,134,33.5,77.91,2,0,No
"Smith, D R",3157,2012,10,10,1,0,2,4,65,177,19.67,79.02,1,0,No
"Smith, D R",3157,2014,7,7,0,0,2,1,97,236,33.71,94.02,0,0,Yes
"Smith, D R",3157,2015,11,11,0,0,1,2,64,222,20.18,86.38,4,0,Yes
"Smith, D S",3105,2003,3,3,0,0,0,0,26,36,12.0,65.45,1,0,Yes
"Smith, D S",3105,2004,4,3,1,0,0,0,44,93,46.5,58.13,2,0,Yes
"Smith, D S",3105,2007,16,15,1,0,1,1,61,273,19.5,66.1,7,0,Yes
"Smith, D S",3105,2008,3,3,0,0,1,0,91,110,36.67,88.0,0,0,Yes
"Smith, D S",3105,2009,6,6,0,0,1,0,65,169,28.17,75.11,0,0,Yes
"Smith, D S",3105,2011,10,10,0,1,2,1,107,333,33.3,74.66,1,0,Yes
"Smith, D S",3105,2013,5,5,0,0,0,2,30,45,9.0,54.88,2,0,Yes
"Smith, G C",3014,2002,19,19,1,0,5,0,99,743,41.28,73.49,8,0,Yes
"Smith, G C",3014,2003,19,18,0,0,6,0,71,600,33.33,77.02,9,0,Yes
"Smith, G C",3014,2004,18,18,1,0,4,0,80,652,38.35,72.53,4,0,Yes
"Smith, G C",3014,2005,22,22,2,5,2,1,134,984,49.2,86.47,12,0,No
"Smith, G C",3014,2006,21,21,1,1,3,4,119,561,28.05,85.26,14,0,No
"Smith, G C",3014,2007,26,25,2,0,12,3,96,1079,46.91,92.14,16,0,Yes
"Smith, G C",3014,2008,11,11,2,1,5,0,103,492,54.67,85.12,9,0,No
"Smith, G C",3014,2009,13,13,0,1,4,0,141,502,38.62,96.35,5,0,Yes
"Smith, G C",3014,2010,11,11,1,0,1,0,92,328,32.8,85.42,7,0,Yes
"Smith, G C",3014,2011,15,15,0,0,2,0,77,419,27.93,65.16,11,0,Yes
"Smith, G C",3014,2012,11,10,0,1,2,0,125,338,33.8,72.53,3,0,Yes
"Smith, G C",3014,2013,11,11,0,1,1,0,116,291,26.45,72.75,7,0,Yes
"Smith, I D S",1638,1980,1,1,0,0,0,0,1,1,1.0,50.0,1,0,Yes
