Name,ID,Year,Overs,Matches,Runs,Wickets,4W,Average,StrikeRate,EconomyRate
Farhad Reza,3414,2008,93.5,6,523,16,1,32.69,35.19,5.57
Farhad Reza,3414,2011,2.0,1,2,0,0,0.0,0.0,1.0
"Faridi, A S",3581,2008,10.0,0,63,0,0,0.0,0.0,6.3
"Faulkner, J P",3930,2013,140.4,5,801,25,1,32.04,33.76,5.69
"Faulkner, J P",3930,2014,112.4,0,635,19,1,33.42,35.58,5.64
"Faulkner, J P",3930,2015,75.2,4,379,16,0,23.69,28.25,5.03
"Faulkner, J P",3930,2016,140.4,1,766,24,1,31.92,35.17,5.45
"Faulkner, J P",3930,2017,65.5,2,381,12,1,31.75,32.92,5.79
Fawad Ahmed,4233,2013,24.0,0,145,3,0,48.33,48.0,6.04
Fawad Alam,3468,2007,10.0,0,56,0,0,0.0,0.0,5.6
Fawad Alam,3468,2008,50.2,0,276,4,0,69.0,75.5,5.48
Fawad Alam,3468,2014,6.0,0,45,1,0,45.0,36.0,7.5
Fayyaz Ahmed,4302,2014,17.0,1,68,0,0,0.0,0.0,4.0
Fayyaz Ahmed,4302,2016,10.0,0,53,0,0,0.0,0.0,5.3
Fayyaz Butt,4854,2019,33.0,1,165,3,0,55.0,66.0,5.0
Fazle Mahmud,4823,2018,3.0,0,16,0,0,0.0,0.0,5.33
Fazl-E-Akbar,2130,1998,2.0,0,19,0,0,0.0,0.0,9.5
Fazl-E-Akbar,2130,2001,10.0,2,29,0,0,0.0,0.0,2.9
"Ferguson, L H",4609,2016,34.0,0,230,5,0,46.0,40.8,6.76
"Ferguson, L H",4609,2017,47.0,1,267,8,0,33.38,35.25,5.68
"Ferguson, L H",4609,2018,76.2,0,392,19,1,20.63,24.11,5.14
"Ferguson, L H",4609,2019,159.4,5,830,35,2,23.71,27.37,5.2
"Ferguson, L H",4609,2020,9.0,0,60,2,0,30.0,27.0,6.67
"Fernando, A M",4697,2017,2.0,0,22,0,0,0.0,0.0,11.0
"Fernando, B O P",4852,2019,2.0,0,16,0,0,0.0,0.0,8.0
"Fernando, C R D",2223,2001,133.2,8,715,27,0,26.48,29.63,5.36
"Fernando, C R D",2223,2002,167.1,4,847,32,1,26.47,31.34,5.07
"Fernando, C R D",2223,2003,91.0,3,486,14,0,34.71,39.0,5.34
"Fernando, C R D",2223,2004,46.0,5,199,8,0,24.88,34.5,4.33
"Fernando, C R D",2223,2005,116.0,9,625,13,0,48.08,53.54,5.39
"Fernando, C R D",2223,2006,156.3,3,905,26,0,34.81,36.12,5.78
"Fernando, C R D",2223,2007,174.0,14,795,38,3,20.92,27.47,4.57
"Fernando, C R D",2223,2008,54.0,2,253,7,0,36.14,46.29,4.69
"Fernando, C R D",2223,2009,36.0,1,255,4,0,63.75,54.0,7.08
"Fernando, C R D",2223,2010,47.2,0,237,9,0,26.33,31.56,5.01
"Fernando, C R D",2223,2011,54.1,5,266,9,0,29.56,36.11,4.91
"Fernando, C R D",2223,2012,9.0,0,65,0,0,0.0,0.0,7.22
"Fernando, K  H",3033,2002,28.0,4,118,5,0,23.6,33.6,4.21
"Fernando, K  H",3033,2006,11.0,0,41,1,0,41.0,66.0,3.73
"Fernando, K A D",3146,2003,7.0,2,13,2,0,6.5,21.0,1.86
"Fernando, M V T",4574,2017,39.3,4,247,3,0,82.33,79.0,6.25
"Fernando, M V T",4574,2019,10.0,0,90,2,0,45.0,30.0,9.0
"Fernando, T C B",2992,2001,39.4,2,191,8,1,23.88,29.75,4.82
"Fernando, T C B",2992,2002,42.0,3,222,6,0,37.0,42.0,5.29
"Fernando, T C B",2992,2003,35.0,2,173,1,0,173.0,210.0,4.94
"Fernando, T L",2683,1989,3.0,0,16,1,0,16.0,18.0,5.33
"Finch, A J",3845,2013,6.4,0,26,2,0,13.0,20.0,3.9
"Finch, A J",3845,2014,2.0,0,19,0,0,0.0,0.0,9.5
"Finch, A J",3845,2015,0.3,0,3,0,0,0.0,0.0,6.0
"Finch, A J",3845,2016,10.0,0,47,0,0,0.0,0.0,4.7
"Finch, A J",3845,2017,3.1,0,18,0,0,0.0,0.0,5.68
"Finch, A J",3845,2018,4.0,0,24,0,0,0.0,0.0,6.0
"Finch, A J",3845,2019,18.0,1,102,2,0,51.0,54.0,5.67
"Finch, A J",3845,2020,3.0,0,20,0,0,0.0,0.0,6.67
"Finn, S T",3775,2011,102.4,5,536,15,0,35.73,41.07,5.22
"Finn, S T",3775,2012,119.0,6,500,25,3,20.0,28.56,4.2
"Finn, S T",3775,2013,125.4,11,601,19,0,31.63,39.68,4.78
"Finn, S T",3775,2014,61.2,3,344,8,0,43.0,46.0,5.61
"Finn, S T",3775,2015,149.0,10,858,31,3,27.68,28.84,5.76
"Finn, S T",3775,2017,34.0,3,157,4,0,39.25,51.0,4.62
"Fleming, D W",2003,1994,109.5,10,454,19,2,23.89,34.68,4.13
"Fleming, D W",2003,1995,17.3,2,63,1,0,63.0,105.0,3.6
"Fleming, D W",2003,1996,98.4,5,478,20,1,23.9,29.6,4.84
"Fleming, D W",2003,1998,124.4,9,537,23,1,23.35,32.52,4.31
"Fleming, D W",2003,1999,226.1,20,952,42,0,22.67,32.31,4.21
"Fleming, D W",2003,2000,85.0,3,420,13,1,32.31,39.23,4.94
"Fleming, D W",2003,2001,108.0,12,498,16,0,31.13,40.5,4.61
"Fleming, M V",2685,1997,31.3,1,150,9,1,16.67,21.0,4.76
"Fleming, M V",2685,1998,55.4,2,284,8,0,35.5,41.75,5.1
"Fleming, S P",1977,1994,0.5,0,5,0,0,0.0,0.0,6.0
"Fleming, S P",1977,1996,4.0,0,23,1,0,23.0,24.0,5.75
"Fletcher, A D S",3562,2016,4.4,0,26,0,0,0.0,0.0,5.57
"Fletcher, D A G",2686,1983,50.1,5,221,7,1,31.57,43.0,4.41
"Flintoff, A",2148,1999,40.2,0,228,7,0,32.57,34.57,5.65
"Flintoff, A",2148,2000,4.0,0,20,0,0,0.0,0.0,5.0
"Flintoff, A",2148,2001,30.3,1,143,6,0,23.83,30.5,4.69
"Flintoff, A",2148,2002,143.5,3,676,23,1,29.39,37.52,4.7
"Flintoff, A",2148,2003,167.4,29,558,30,2,18.6,33.53,3.33
"Flintoff, A",2148,2004,81.3,5,341,16,0,21.31,30.56,4.18
"Flintoff, A",2148,2005,144.1,10,725,22,1,32.95,39.32,5.03
"Flintoff, A",2148,2006,40.0,1,176,6,0,29.33,40.0,4.4
"Flintoff, A",2148,2007,185.4,15,798,36,3,22.17,30.94,4.3
"Flintoff, A",2148,2008,80.4,3,360,17,0,21.18,28.47,4.46
"Flintoff, A",2148,2009,19.0,0,96,6,1,16.0,19.0,5.05
"Flynn, D R",3533,2008,1.0,0,6,0,0,0.0,0.0,6.0
"Flynn, D R",3533,2012,3.0,0,19,0,0,0.0,0.0,6.33
"Foggo, C R",3576,2008,0.1,0,2,0,0,0.0,0.0,12.0
"Fourie, M J",3471,2007,23.5,1,95,0,0,0.0,0.0,3.99
"Fourie, M J",3471,2008,6.0,0,33,1,0,33.0,36.0,5.5
"Franklin, J E C",2263,2001,107.0,5,525,14,0,37.5,45.86,4.91
"Franklin, J E C",2263,2002,68.0,2,382,6,0,63.67,68.0,5.62
"Franklin, J E C",2263,2004,42.0,4,220,9,1,24.44,28.0,5.24
"Franklin, J E C",2263,2005,17.0,2,102,3,0,34.0,34.0,6.0
"Franklin, J E C",2263,2006,95.0,5,482,10,0,48.2,57.0,5.07
"Franklin, J E C",2263,2007,138.2,14,681,22,0,30.95,37.73,4.92
"Franklin, J E C",2263,2009,32.0,0,146,2,0,73.0,96.0,4.56
"Franklin, J E C",2263,2010,29.3,0,173,3,0,57.67,59.0,5.86
"Franklin, J E C",2263,2011,51.0,1,277,5,0,55.4,61.2,5.43
"Franklin, J E C",2263,2012,5.0,0,29,0,0,0.0,0.0,5.8
"Franklin, J E C",2263,2013,56.3,1,337,7,0,48.14,48.43,5.96
"Franks, P J",2688,2000,9.0,0,48,0,0,0.0,0.0,5.33
Frasat Ali,2689,1975,24.0,1,107,0,0,0.0,0.0,4.46
"French, A N",3183,2004,12.0,0,67,1,0,67.0,72.0,5.58
"Friend, T J",2690,2000,74.0,2,372,11,1,33.82,40.36,5.03
"Friend, T J",2690,2001,158.0,8,888,17,0,52.24,55.76,5.62
"Friend, T J",2690,2002,72.1,3,401,8,0,50.13,54.13,5.56
"Friend, T J",2690,2003,12.3,0,94,1,0,94.0,75.0,7.52
"Friend, T J",2690,2004,5.0,0,24,0,0,0.0,0.0,4.8
"Frylinck, J N",5031,2019,32.3,4,116,10,1,11.6,19.5,3.57
"Frylinck, J N",5031,2020,21.0,4,103,2,0,51.5,63.0,4.9
"Gabriel, S T",3952,2016,57.1,2,313,13,0,24.08,26.38,5.48
"Gabriel, S T",3952,2017,82.4,3,469,10,0,46.9,49.6,5.67
"Gabriel, S T",3952,2019,51.3,1,352,10,0,35.2,30.9,6.83
"Gallage, I S",2195,1999,8.0,2,36,0,0,0.0,0.0,4.5
"Gallage, I S",2195,2001,16.0,0,79,3,0,26.33,32.0,4.94
"Gamage, J C",2692,1995,22.0,2,104,3,0,34.67,44.0,4.73
"Gamage, P L S",4335,2014,27.0,2,162,1,0,162.0,162.0,6.0
"Gamage, P L S",4335,2015,10.0,0,62,1,0,62.0,60.0,6.2
"Gamage, P L S",4335,2017,30.0,1,168,7,1,24.0,25.71,5.6
"Gambhir, G",3107,2006,1.0,0,13,0,0,0.0,0.0,13.0
"Ganegama, W C A",2962,2001,4.0,0,27,2,0,13.5,12.0,6.75
"Ganegama, W C A",2962,2006,7.0,0,61,0,0,0.0,0.0,8.71
"Ganesh, D",2087,1997,5.0,0,20,1,0,20.0,30.0,4.0
"Ganga, D",2162,2001,0.1,0,4,0,0,0.0,0.0,24.0
"Ganguly, S C",2059,1996,9.0,0,59,0,0,0.0,0.0,6.56
"Ganguly, S C",2059,1997,123.1,11,554,19,1,29.16,38.89,4.5
"Ganguly, S C",2059,1998,71.0,2,349,6,0,58.17,71.0,4.92
"Ganguly, S C",2059,1999,121.4,5,652,19,1,34.32,38.42,5.36
"Ganguly, S C",2059,2000,63.5,3,350,13,1,26.92,29.46,5.48
"Ganguly, S C",2059,2001,67.0,3,298,10,0,29.8,40.2,4.45
"Ganguly, S C",2059,2002,108.2,1,571,13,0,43.92,50.0,5.27
"Ganguly, S C",2059,2003,49.1,3,208,7,0,29.71,42.14,4.23
"Ganguly, S C",2059,2004,64.0,0,367,6,0,61.17,64.0,5.73
"Ganguly, S C",2059,2005,10.0,1,62,0,0,0.0,0.0,6.2
"Ganguly, S C",2059,2007,73.0,1,379,7,0,54.14,62.57,5.19
"Garwe, T N",3734,2009,6.0,0,50,1,0,50.0,36.0,8.33
"Gauchan, S P",4285,2018,4.0,0,15,0,0,0.0,0.0,3.75
"Gavaskar, R S",3159,2004,12.0,0,74,1,0,74.0,72.0,6.17
"Gavera, W T",4348,2014,18.0,1,82,4,0,20.5,27.0,4.56
"Gavera, W T",4348,2016,10.0,1,53,1,0,53.0,60.0,5.3
"Gavera, W T",4348,2017,4.0,0,25,0,0,0.0,0.0,6.25
"Gayle, C H",2217,1999,41.5,1,187,3,0,62.33,83.67,4.47
"Gayle, C H",2217,2000,76.2,3,301,9,0,33.44,50.89,3.94
"Gayle, C H",2217,2001,79.4,4,399,10,0,39.9,47.8,5.01
"Gayle, C H",2217,2002,126.1,8,594,29,2,20.48,26.1,4.71
"Gayle, C H",2217,2003,144.0,8,640,23,2,27.83,37.57,4.44
"Gayle, C H",2217,2004,128.4,1,608,21,0,28.95,36.76,4.73
"Gayle, C H",2217,2005,66.5,0,424,5,0,84.8,80.2,6.34
"Gayle, C H",2217,2006,230.1,9,970,29,0,33.45,47.62,4.21
"Gayle, C H",2217,2007,97.1,2,495,13,0,38.08,44.85,5.09
"Gayle, C H",2217,2008,66.3,1,348,8,0,43.5,49.88,5.23
"Gayle, C H",2217,2009,25.3,0,173,1,0,173.0,153.0,6.78
"Gayle, C H",2217,2010,53.1,1,256,5,0,51.2,63.8,4.82
"Gayle, C H",2217,2011,20.0,0,78,0,0,0.0,0.0,3.9
"Gayle, C H",2217,2012,10.0,1,36,1,0,36.0,60.0,3.6
"Gayle, C H",2217,2013,6.0,0,47,0,0,0.0,0.0,7.83
"Gayle, C H",2217,2014,12.0,0,77,1,0,77.0,72.0,6.42
"Gayle, C H",2217,2015,19.4,0,106,5,0,21.2,23.6,5.39
"Gayle, C H",2217,2018,16.4,0,92,2,0,46.0,50.0,5.52
"Gayle, C H",2217,2019,17.0,0,95,2,0,47.5,51.0,5.59
Gazi Ashraf,2693,1986,8.0,0,29,2,0,14.5,24.0,3.63
Gazi Ashraf,2693,1990,0.3,0,4,0,0,0.0,0.0,8.0
"Geeves, B",3615,2008,5.0,0,11,2,0,5.5,15.0,2.2
"Geeves, B",3615,2009,10.0,0,67,1,0,67.0,60.0,6.7
"Getkate, S C",4855,2019,27.0,2,120,6,0,20.0,27.0,4.44
"Ghai, R S",2694,1984,17.0,0,78,1,0,78.0,102.0,4.59
"Ghai, R S",2694,1985,12.3,0,91,1,0,91.0,75.0,7.28
"Ghai, R S",2694,1986,16.2,1,91,1,0,91.0,98.0,5.57
Gholam Nousher,2696,1986,16.0,1,77,1,0,77.0,96.0,4.81
Gholam Nousher,2696,1988,18.0,3,85,1,0,85.0,108.0,4.72
Gholam Nousher,2696,1990,34.0,1,152,3,0,50.67,68.0,4.47
"Gibson, O D",2025,1995,43.5,2,247,12,1,20.58,21.92,5.63
"Gibson, O D",2025,1996,61.2,6,265,17,2,15.59,21.65,4.32
"Gibson, O D",2025,1997,18.0,0,109,5,1,21.8,21.6,6.06
"Giles, A F",2146,1997,9.0,0,48,0,0,0.0,0.0,5.33
"Giles, A F",2146,1998,19.0,1,78,3,0,26.0,38.0,4.11
"Giles, A F",2146,1999,10.0,0,71,2,0,35.5,30.0,7.1
"Giles, A F",2146,2000,28.0,1,118,3,0,39.33,56.0,4.21
"Giles, A F",2146,2001,5.0,0,21,0,0,0.0,0.0,4.2
"Giles, A F",2146,2002,97.0,3,488,14,1,34.86,41.57,5.03
"Giles, A F",2146,2003,92.0,5,360,9,0,40.0,61.33,3.91
"Giles, A F",2146,2004,86.0,5,307,14,0,21.93,36.86,3.57
"Giles, A F",2146,2005,130.0,2,578,10,0,57.8,78.0,4.45
"Gillespie, J N",2082,1996,45.0,1,224,4,0,56.0,67.5,4.98
"Gillespie, J N",2082,1997,81.1,6,383,9,0,42.56,54.11,4.72
"Gillespie, J N",2082,1999,32.0,2,119,10,1,11.9,19.2,3.72
"Gillespie, J N",2082,2000,28.0,1,118,5,0,23.6,33.6,4.21
"Gillespie, J N",2082,2001,26.0,6,103,4,0,25.75,39.0,3.96
"Gillespie, J N",2082,2002,206.2,20,885,39,3,22.69,31.74,4.29
"Gillespie, J N",2082,2003,96.0,17,317,18,0,17.61,32.0,3.3
"Gillespie, J N",2082,2004,186.0,20,721,33,2,21.85,33.82,3.88
"Gillespie, J N",2082,2005,156.5,7,741,20,0,37.05,47.05,4.72
"Gillespie, M R",3452,2006,19.0,0,110,2,0,55.0,57.0,5.79
"Gillespie, M R",3452,2007,170.3,18,995,23,0,43.26,44.48,5.84
"Gillespie, M R",3452,2008,49.0,10,183,8,0,22.88,36.75,3.73
"Gillespie, M R",3452,2009,15.0,1,81,4,1,20.25,22.5,5.4
Golam Faruq,2695,1986,14.3,2,35,1,0,35.0,87.0,2.41
Golam Faruq,2695,1988,12.0,1,53,0,0,0.0,0.0,4.42
Golam Faruq,2695,1990,4.3,0,28,1,0,28.0,27.0,6.22
"Gony, M",3569,2008,13.0,1,76,2,0,38.0,39.0,5.85
"Goonatillake, F R M",2698,1979,9.0,1,34,0,0,0.0,0.0,3.78
"Gordon, J O A",3962,2012,10.0,1,35,1,0,35.0,60.0,3.5
"Gordon, J O A",3962,2013,10.0,2,51,4,0,12.75,15.0,5.1
"Gordon, J O A",3962,2014,14.0,0,105,1,0,105.0,84.0,7.5
"Gordon, T G",3848,2011,2.3,0,25,0,0,0.0,0.0,10.0
"Gore, K",5020,2019,50.0,6,208,9,1,23.11,33.33,4.16
"Gore, K",5020,2020,14.0,1,62,1,0,62.0,84.0,4.43
"Goudie, G",3593,2008,13.4,1,70,2,0,35.0,41.0,5.12
"Goudie, G",3593,2009,16.0,0,99,6,1,16.5,16.0,6.19
"Goudie, G",3593,2010,44.5,5,205,9,0,22.78,29.89,4.57
"Goudie, G",3593,2011,28.0,2,129,4,0,32.25,42.0,4.61
"Goudie, G",3593,2012,10.0,0,45,2,0,22.5,30.0,4.5
"Goudie, G",3593,2013,9.0,0,75,0,0,0.0,0.0,8.33
"Gough, D",1995,1994,51.3,4,210,10,1,21.0,30.9,4.08
"Gough, D",1995,1995,41.1,4,140,7,0,20.0,35.29,3.4
"Gough, D",1995,1996,166.0,13,663,23,1,28.83,43.3,3.99
"Gough, D",1995,1997,94.4,8,425,18,2,23.61,31.56,4.49
"Gough, D",1995,1998,60.0,4,274,13,1,21.08,27.69,4.57
"Gough, D",1995,1999,192.4,19,868,37,2,23.46,31.24,4.51
"Gough, D",1995,2000,187.0,21,731,28,1,26.11,40.07,3.91
"Gough, D",1995,2001,81.0,7,350,11,0,31.82,44.18,4.32
"Gough, D",1995,2002,141.1,4,719,27,1,26.63,31.37,5.09
"Gough, D",1995,2003,83.0,12,314,14,1,22.43,35.57,3.78
"Gough, D",1995,2004,161.5,16,731,25,2,29.24,38.84,4.52
"Gough, D",1995,2005,139.4,8,712,22,0,32.36,38.09,5.1
"Gough, D",1995,2006,12.0,0,72,0,0,0.0,0.0,6.0
"Gouka, E",2699,1996,3.4,0,51,1,0,51.0,22.0,13.91
"Graf, S F",2701,1980,42.0,2,148,5,0,29.6,50.4,3.52
"Graf, S F",2701,1981,45.0,2,197,3,0,65.67,90.0,4.38
"Grandia, V",3039,2002,5.0,0,40,1,0,40.0,30.0,8.0
"Grayson, A P",2702,2000,5.0,0,20,0,0,0.0,0.0,4.0
"Grayson, A P",2702,2001,10.0,0,40,3,0,13.33,20.0,4.0
"Gripper, T R",2189,2001,10.0,4,22,0,0,0.0,0.0,2.2
"Gripper, T R",2189,2003,10.0,1,54,2,0,27.0,30.0,5.4
"Groenewald, Z",5143,2019,33.0,3,130,11,1,11.82,18.0,3.94
"Gruitjers, T J G",3761,2010,7.0,1,34,0,0,0.0,0.0,4.86
"Gruitjers, T J G",3761,2011,13.0,0,45,2,0,22.5,39.0,3.46
"Gudhka, R D",3892,2011,13.0,0,60,1,0,60.0,78.0,4.62
Gulbadin Naib,3877,2012,10.2,1,79,1,0,79.0,62.0,7.65
Gulbadin Naib,3877,2013,11.0,0,43,4,1,10.75,16.5,3.91
Gulbadin Naib,3877,2014,14.0,0,97,1,0,97.0,84.0,6.93
Gulbadin Naib,3877,2015,18.0,0,101,3,0,33.67,36.0,5.61
Gulbadin Naib,3877,2016,6.0,1,34,0,0,0.0,0.0,5.67
Gulbadin Naib,3877,2017,92.0,5,409,15,1,27.27,36.8,4.45
Gulbadin Naib,3877,2018,101.0,2,556,13,0,42.77,46.62,5.5
Gulbadin Naib,3877,2019,113.2,2,649,22,1,29.5,30.91,5.73
"Gunaratne, D A S",4532,2016,30.0,2,118,8,0,14.75,22.5,3.93
"Gunaratne, D A S",4532,2017,87.0,1,481,10,0,48.1,52.2,5.53
"Gunaratne, D A S",4532,2018,13.0,0,79,4,0,19.75,19.5,6.08
"Gunaratne, D A S",4532,2019,9.0,0,45,0,0,0.0,0.0,5.0
"Gunaratne, P W",3034,2002,113.2,5,624,21,1,29.71,32.38,5.51
"Gunaratne, P W",3034,2003,46.3,1,284,6,0,47.33,46.5,6.11
"Gunathilaka, M D",4487,2016,25.0,0,142,5,0,28.4,30.0,5.68
"Gunathilaka, M D",4487,2017,20.0,0,122,1,0,122.0,120.0,6.1
"Gunathilaka, M D",4487,2018,2.0,1,4,0,0,0.0,0.0,2.0
"Gunathilaka, M D",4487,2019,4.0,0,28,0,0,0.0,0.0,7.0
"Guptill, M J",3633,2009,3.0,0,25,0,0,0.0,0.0,8.33
"Guptill, M J",3633,2010,7.5,0,28,2,0,14.0,23.5,3.57
"Guptill, M J",3633,2012,0.2,0,2,0,0,0.0,0.0,6.0
"Guptill, M J",3633,2014,4.0,0,23,0,0,0.0,0.0,5.75
"Guptill, M J",3633,2015,2.0,0,14,0,0,0.0,0.0,7.0
"Guptill, M J",3633,2016,1.0,0,6,2,0,3.0,3.0,6.0
Gurkeerat Singh,4212,2016,10.0,0,68,0,0,0.0,0.0,6.8
"Gurney, H F",4307,2014,75.5,4,432,11,1,39.27,41.36,5.7
"Guruge, A M",4259,2014,30.0,0,201,5,0,40.2,36.0,6.7
"Guruge, A M",4259,2015,28.3,2,136,7,1,19.43,24.43,4.77
Haafiz Shahid,2705,1988,21.1,1,112,3,0,37.33,42.33,5.29
Habibul Bashar,2235,1997,6.0,0,26,0,0,0.0,0.0,4.33
Habibul Bashar,2235,1999,10.0,0,31,1,0,31.0,60.0,3.1
Habibul Bashar,2235,2000,2.0,0,14,0,0,0.0,0.0,7.0
Habibul Bashar,2235,2001,9.1,0,51,0,0,0.0,0.0,5.56
Habibul Bashar,2235,2002,2.0,0,20,0,0,0.0,0.0,10.0
"Hall, A J",2710,1999,7.0,0,38,0,0,0.0,0.0,5.43
"Hall, A J",2710,2000,31.2,1,135,5,0,27.0,37.6,4.31
"Hall, A J",2710,2002,39.0,0,174,3,0,58.0,78.0,4.46
"Hall, A J",2710,2003,128.2,11,560,20,0,28.0,38.5,4.36
"Hall, A J",2710,2005,76.0,5,322,18,1,17.89,25.33,4.24
"Hall, A J",2710,2006,150.3,6,741,26,1,28.5,34.73,4.92
"Hall, A J",2710,2007,124.4,7,545,23,2,23.7,32.52,4.37
Hamid Hassan,3672,2009,26.0,1,139,6,0,23.17,26.0,5.35
Hamid Hassan,3672,2010,78.2,7,320,16,1,20.0,29.38,4.09
Hamid Hassan,3672,2011,11.0,0,67,2,0,33.5,33.0,6.09
Hamid Hassan,3672,2013,33.0,7,111,9,1,12.33,22.0,3.36
Hamid Hassan,3672,2014,24.1,2,135,8,1,16.88,18.13,5.59
Hamid Hassan,3672,2015,74.3,3,360,13,0,27.69,34.38,4.83
Hamid Hassan,3672,2016,6.0,0,21,2,0,10.5,18.0,3.5
Hamid Hassan,3672,2019,36.0,4,177,3,0,59.0,72.0,4.92
"Hamilton, G M",2199,1999,35.4,4,149,3,0,49.67,71.33,4.18
"Hamilton, G M",2199,2007,1.0,0,11,0,0,0.0,0.0,11.0
"Hamilton, L J",3272,2005,18.0,0,143,1,0,143.0,108.0,7.94
Hammad Azam,3860,2011,18.0,0,85,1,0,85.0,108.0,4.72
Hammad Azam,3860,2012,7.0,0,41,1,0,41.0,42.0,5.86
Hammad Azam,3860,2015,8.0,0,43,0,0,0.0,0.0,5.38
Hamza Tahir,4789,2019,56.2,1,228,13,2,17.54,26.0,4.05
Hannan Sarkar,3026,2003,0.3,0,13,0,0,0.0,0.0,26.0
"Hansra, A S",3801,2010,22.0,0,91,4,0,22.75,33.0,4.14
"Hansra, A S",3801,2011,30.0,1,182,2,0,91.0,90.0,6.07
"Hansra, A S",3801,2012,3.1,0,16,1,0,16.0,19.0,5.05
"Hansra, A S",3801,2013,16.0,0,90,0,0,0.0,0.0,5.63
"Hansra, A S",3801,2014,3.0,0,34,0,0,0.0,0.0,11.33
"Haq, R M",3450,2006,9.0,0,57,2,0,28.5,27.0,6.33
"Haq, R M",3450,2007,121.5,2,611,22,1,27.77,33.23,5.02
"Haq, R M",3450,2008,4.0,0,19,1,0,19.0,24.0,4.75
"Haq, R M",3450,2009,48.0,3,222,3,0,74.0,96.0,4.63
"Haq, R M",3450,2010,34.0,0,133,3,0,44.33,68.0,3.91
"Haq, R M",3450,2011,40.0,0,154,7,1,22.0,34.29,3.85
"Haq, R M",3450,2012,10.0,1,19,2,0,9.5,30.0,1.9
"Haq, R M",3450,2013,74.0,5,287,9,0,31.89,49.33,3.88
"Haq, R M",3450,2014,54.0,2,265,7,1,37.86,46.29,4.91
"Haq, R M",3450,2015,44.0,1,208,4,0,52.0,66.0,4.73
Harbhajan Singh,2138,1998,115.0,3,490,18,0,27.22,38.33,4.26
Harbhajan Singh,2138,2001,205.0,14,792,26,0,30.46,47.31,3.86
Harbhajan Singh,2138,2002,250.4,8,1128,39,3,28.92,38.56,4.5
Harbhajan Singh,2138,2003,148.2,8,581,21,0,27.67,42.38,3.92
Harbhajan Singh,2138,2004,108.0,9,416,13,0,32.0,49.85,3.85
Harbhajan Singh,2138,2005,222.1,7,915,21,0,43.57,63.48,4.12
Harbhajan Singh,2138,2006,207.0,13,861,25,1,34.44,49.68,4.16
Harbhajan Singh,2138,2007,193.0,6,875,18,0,48.61,64.33,4.53
Harbhajan Singh,2138,2008,136.5,4,602,21,0,28.67,39.1,4.4
Harbhajan Singh,2138,2009,206.5,4,1036,31,1,33.42,40.03,5.01
Harbhajan Singh,2138,2010,53.0,1,253,9,0,28.11,35.33,4.77
Harbhajan Singh,2138,2011,164.0,6,702,17,0,41.29,57.88,4.28
Harbhajan Singh,2138,2015,70.0,0,322,10,0,32.2,42.0,4.6
Haris Sohail,4225,2014,42.0,0,217,6,0,36.17,42.0,5.17
Haris Sohail,4225,2015,34.0,0,227,3,0,75.67,68.0,6.68
Haris Sohail,4225,2018,12.0,0,59,1,0,59.0,72.0,4.92
Haris Sohail,4225,2019,19.0,0,110,1,0,110.0,114.0,5.79
"Harmison, S J",3037,2002,19.4,1,84,4,0,21.0,29.5,4.27
"Harmison, S J",3037,2003,22.0,0,162,1,0,162.0,132.0,7.36
"Harmison, S J",3037,2004,151.5,13,665,26,1,25.58,35.04,4.38
"Harmison, S J",3037,2005,142.5,9,723,22,2,32.86,38.95,5.06
"Harmison, S J",3037,2006,70.5,2,423,14,0,30.21,30.36,5.97
"Harmison, S J",3037,2008,51.0,4,285,9,0,31.67,34.0,5.59
"Harmison, S J",3037,2009,25.0,0,139,0,0,0.0,0.0,5.56
"Harris, P L",3453,2008,30.0,4,83,3,0,27.67,60.0,2.77
"Harris, R J",3638,2009,10.0,0,54,1,0,54.0,60.0,5.4
"Harris, R J",3638,2010,130.5,13,607,40,3,15.18,19.63,4.64
"Harris, R J",3638,2012,31.0,0,171,3,0,57.0,62.0,5.52
"Hart, M N",1975,1994,81.2,4,314,11,1,28.55,44.36,3.86
"Hart, M N",1975,1996,10.0,1,33,2,0,16.5,30.0,3.3
"Hart, M N",1975,2002,4.0,0,26,0,0,0.0,0.0,6.5
"Harvey, I J",2715,1997,27.3,1,116,2,0,58.0,82.5,4.22
"Harvey, I J",2715,1998,42.0,1,209,5,0,41.8,50.4,4.98
"Harvey, I J",2715,2000,71.5,3,340,7,0,48.57,61.57,4.73
"Harvey, I J",2715,2001,135.2,12,595,24,1,24.79,33.83,4.4
"Harvey, I J",2715,2002,69.0,1,366,9,0,40.67,46.0,5.3
"Harvey, I J",2715,2003,124.5,8,560,28,3,20.0,26.75,4.49
"Harvey, I J",2715,2004,76.0,3,391,10,0,39.1,45.6,5.14
Harvinder Singh,2133,1997,37.2,2,184,9,0,20.44,24.89,4.93
Harvinder Singh,2133,1998,48.0,0,293,11,0,26.64,26.18,6.1
Harvinder Singh,2133,2001,29.0,4,132,4,0,33.0,43.5,4.55
"Harwood, S M",3662,2009,10.0,0,57,2,0,28.5,30.0,5.7
Hasan Ali,4579,2016,64.4,1,343,11,1,31.18,35.27,5.3
Hasan Ali,4579,2017,152.2,7,767,45,3,17.04,20.31,5.04
Hasan Ali,4579,2018,113.1,3,646,19,0,34.0,35.74,5.71
Hasan Ali,4579,2019,94.3,3,625,7,0,89.29,81.0,6.61
